Cell_line	Cancer_type	Tissue_type	SIDM	growth_properties	MSI_status	methylation_data	expression_data	cnv_data	crispr_ko_data	fusion_data	drug_data	cancer_type_detail	sample_site	gender	ethnicity	smoking_status	BROAD_ID	COSMIC_ID	CCLE_ID
D-245MG	Glioblastoma	Central Nervous System	SIDM01021	Unknown	MSS	True	False	True	False	False	False	Glioblastoma	Unknown	Male	Unknown	Unknown	ACH-002223	946366	D245MG_CENTRAL_NERVOUS_SYSTEM
SK-GT-2	Gastric Carcinoma	Stomach	SIDM00393	Adherent	MSS	True	True	True	False	True	True	Gastric Fundus Carcinoma	gastric fundus	Male	Other	Unknown	ACH-001653	1503364	SKGT2_STOMACH
ETK-1	Biliary Tract Carcinoma	Biliary Tract	SIDM00276	Unknown	MSS	True	True	True	False	True	True	Intrahepatic Cholangiocarcinoma	Unknown	Female	East Asian	Unknown	ACH-002237	906861	ETK1_BILIARY_TRACT
LP-1	Plasma Cell Myeloma	Haematopoietic and Lymphoid	SIDM00340	Suspension	MSS	True	True	True	True	True	True	Plasma Cell Myeloma	Peripheral blood	Female	Unknown	Unknown	ACH-000204	907791	LP1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
BT-549	Breast Carcinoma	Breast	SIDM00122	Adherent	MSS	True	True	True	False	True	True	Invasive Ductal Carcinoma not Otherwise Specified	Unknown	Female	White	Unknown	ACH-000288	905951	BT549_BREAST
PCI-6A	Head and Neck Carcinoma	Head and Neck	SIDM00115	Unknown	MSS	True	True	True	True	True	True	Head and Neck Squamous Cell Carcinoma	Unknown	Unknown	Unknown	Unknown	ACH-002298	1240206	PCI6A_UPPER_AERODIGESTIVE_TRACT
no-11	Glioblastoma	Central Nervous System	SIDM00573	Unknown	MSS	True	True	True	True	True	True	Glioblastoma	Unknown	Female	Unknown	Unknown	ACH-001606	908450	NO11_CENTRAL_NERVOUS_SYSTEM
D-566MG	Glioblastoma	Central Nervous System	SIDM00206	Unknown	MSS	True	True	True	False	True	True	Glioblastoma	Unknown	Male	Unknown	Unknown	ACH-002231	946377	D566MG_CENTRAL_NERVOUS_SYSTEM
RCC-JF	Kidney Carcinoma	Kidney	SIDM00818	Adherent	MSS	False	True	True	False	True	True	Clear Cell Renal Cell Carcinoma	Unknown	Female	White	Unknown	ACH-002190	1524415	RCCJF_KIDNEY
NCI-H2172	Non-Small Cell Lung Carcinoma	Lung	SIDM00926	Adherent	MSS	True	True	True	False	True	True	Non-Small Cell Lung Carcinoma	Unknown	Female	Unknown	Unknown	ACH-000924	1298353	NCIH2172_LUNG
OCI-LY7	B-Cell Non-Hodgkin's Lymphoma	Haematopoietic and Lymphoid	SIDM00459	Suspension		False	True	True	False	True	True	Diffuse Large B-Cell Lymphoma	Peripheral blood	Male	Unknown	Unknown	ACH-001617	1659819	OCILY7_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
CAL-85-1	Breast Carcinoma	Breast	SIDM00928	Adherent	MSS	True	True	True	False	True	True	Breast Carcinoma	Unknown	Female	Unknown	Unknown	ACH-000857	910852	CAL851_BREAST
MOLM-16	Acute Myeloid Leukemia	Haematopoietic and Lymphoid	SIDM00435	Suspension		False	True	True	False	True	True	Adult Acute Myeloid Leukemia	Peripheral blood	Female	East Asian	Unknown	ACH-000369	1330948	MOLM16_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
CP66-MEL	Melanoma	Skin	SIDM00190	Unknown	MSS	True	True	True	False	True	True	Melanoma	Unknown	Unknown	Unknown	Unknown	ACH-002097	753546	CP66MEL_SKIN
U031	Kidney Carcinoma	Kidney	SIDM00112	Unknown	MSS	True	True	True	False	True	True	Renal Cell Carcinoma	Unknown	Female	Unknown	Unknown	ACH-000428	905981	UO31_KIDNEY
PCI-4B	Head and Neck Carcinoma	Head and Neck	SIDM00043	Unknown	MSS	True	True	True	True	True	True	Laryngeal Squamous Cell Carcinoma	Unknown	Unknown	Unknown	Unknown	ACH-002297	1298531	PCI4B_UPPER_AERODIGESTIVE_TRACT
NCI-H2081	Small Cell Lung Carcinoma	Lung	SIDM00710	Suspension	MSS	True	True	True	False	True	True	Small Cell Lung Carcinoma	Pleural effusion	Female	White	Unknown	ACH-000394	908480	NCIH2081_LUNG
PL-21	Acute Myeloid Leukemia	Haematopoietic and Lymphoid	SIDM00450	Suspension	MSS	True	True	True	False	True	True	Acute Myeloid Leukemia	Peripheral blood	Male	Unknown	Unknown	ACH-000218	1330991	PL21_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
SU-DHL-4	B-Cell Non-Hodgkin's Lymphoma	Haematopoietic and Lymphoid	SIDM00405	Suspension	MSS	True	True	True	False	True	True	Diffuse Large B-Cell Lymphoma	Pleural effusion	Male	Unknown	Unknown	ACH-000365	1331035	SUDHL4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
SF126	Glioblastoma	Central Nervous System	SIDM00382	Unknown	MSS	True	True	True	True	True	True	Glioblastoma	Unknown	Unknown	Unknown	Unknown	ACH-000609	909712	SF126_CENTRAL_NERVOUS_SYSTEM
Hs-683	Glioma	Central Nervous System	SIDM00666	Adherent	MSS	True	True	True	True	True	True	Oligodendroglioma	Left temporal lobe	Male	White	Unknown	ACH-000067	1240150	HS683_CENTRAL_NERVOUS_SYSTEM
SW954	Other Solid Carcinomas	Vulva	SIDM01157	Adherent	MSS	True	True	True	False	True	True	Vulvar Squamous Cell Carcinoma	Vulva	Female	White	Unknown	ACH-001400	924247	SW954_VULVA
OVCA433	Ovarian Carcinoma	Ovary	SIDM00966	Adherent	MSS	True	True	True	False	True	True	Ovarian Serous Adenocarcinoma	Unknown	Female	Unknown	Unknown	ACH-002182	1480367	OVCA433_OVARY
NCI-H508	Colorectal Carcinoma	Large Intestine	SIDM00777	Suspension	MSS	True	True	True	False	True	True	Cecum Adenocarcinoma	Abdominal Wall	Male	White	Unknown	ACH-000360	908442	NCIH508_LARGE_INTESTINE
NCI-H2804	Mesothelioma	Lung	SIDM00310	Unknown	MSS	True	True	True	False	True	True	Malignant Pleural Mesothelioma	Unknown	Unknown	Unknown	Unknown	ACH-002132	1240136	H2804_PLEURA
OCI-LY-19	B-Cell Non-Hodgkin's Lymphoma	Haematopoietic and Lymphoid	SIDM00460	Suspension	MSS	True	True	True	True	True	True	Diffuse Large B-Cell Lymphoma	Bone marrow	Female	Unknown	Unknown	ACH-000124	1330984	OCILY19_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
JHU-029	Head and Neck Carcinoma	Head and Neck	SIDM00690	Adherent		False	True	True	True	True	True	Laryngeal Squamous Cell Carcinoma	Unknown	Unknown	Unknown	Unknown	ACH-002251	1298156	JHU029_UPPER_AERODIGESTIVE_TRACT
TMK-1	Gastric Carcinoma	Stomach	SIDM00040	Unknown		False	True	True	True	True	True	Gastric Adenocarcinoma	Unknown	Unknown	Unknown	Unknown	ACH-002202	1299069	TMK1_STOMACH
K052	Acute Myeloid Leukemia	Haematopoietic and Lymphoid	SIDM00018	Suspension		True	True	False	False	True	True	Adult Acute Myeloid Leukemia	Unknown	Male	Unknown	Unknown	ACH-000498	1330932;907284	KO52_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
STS-0421	Gastric Carcinoma	Stomach	SIDM00041	Unknown		False	True	True	False	True	True	Gastric Adenocarcinoma	Unknown	Unknown	Unknown	Unknown	ACH-002306	1299061	STS0421_SOFT_TISSUE
NB6	Neuroblastoma	Peripheral Nervous System	SIDM00253	Unknown	MSS	True	True	True	True	True	True	Neuroblastoma	Unknown	Male	Unknown	Unknown	ACH-002284	949173	NB6_AUTONOMIC_GANGLIA
EMC-BAC-1	Non-Small Cell Lung Carcinoma	Lung	SIDM00048	Unknown	MSS	True	True	True	False	True	True	Non-Small Cell Lung Carcinoma	Unknown	Unknown	Unknown	Unknown	ACH-002101	1503369	EMCBAC1_LUNG
SU-DHL-16	B-Cell Non-Hodgkin's Lymphoma	Haematopoietic and Lymphoid	SIDM00404	Suspension	MSS	True	True	True	False	True	True	B-Cell Non-Hodgkin's Lymphoma	Pleural effusion	Male	Unknown	Unknown	ACH-002307	1331034	SUDHL16_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
PC-14	Non-Small Cell Lung Carcinoma	Lung	SIDM00237	Adherent	MSS	True	True	True	True	True	True	Lung Adenocarcinoma	Unknown	Unknown	East Asian	Unknown	ACH-000030	753608	PC14_LUNG
D-336MG	Glioblastoma	Central Nervous System	SIDM00620	Unknown	MSS	True	True	True	False	True	True	Glioblastoma	Unknown	Male	Unknown	Unknown	ACH-002226	946369	D336MG_CENTRAL_NERVOUS_SYSTEM
SIG-M5	Acute Myeloid Leukemia	Haematopoietic and Lymphoid	SIDM00396	Suspension	MSS	True	True	True	False	False	True	Adult Acute Myeloid Leukemia	Bone marrow	Male	Unknown	Unknown	ACH-000112	909715	SIGM5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
PCI-38	Head and Neck Carcinoma	Head and Neck	SIDM00155	Unknown	MSS	True	True	True	True	True	True	Head and Neck Squamous Cell Carcinoma	Unknown	Unknown	Unknown	Unknown	ACH-002296	1240205	PCI38_UPPER_AERODIGESTIVE_TRACT
NCI-H838	Non-Small Cell Lung Carcinoma	Lung	SIDM01150	Adherent	MSS	True	True	True	False	True	True	Lung Adenocarcinoma	Lymph node	Male	White	Unknown	ACH-000416	910399	NCIH838_LUNG
TE-11	Esophageal Squamous Cell Carcinoma	Esophagus	SIDM00348	Unknown	MSS	True	True	True	False	True	True	Esophageal Squamous Cell Carcinoma	Unknown	Male	Unknown	Unknown	ACH-000488	946354	TE11_OESOPHAGUS
U-2-OS	Osteosarcoma	Bone	SIDM01191	Adherent	MSS	True	True	True	False	True	True	Osteosarcoma	Tibia	Female	White	Unknown	ACH-000364	909776	U2OS_BONE
LB373-MEL-D	Melanoma	Skin	SIDM00184	Unknown	MSS	True	True	True	False	True	True	Melanoma	Unknown	Female	Unknown	Unknown	ACH-002153	753581	LB373MELD_SKIN
CHSA0011	Chondrosarcoma	Bone	SIDM00051	Unknown		False	True	True	False	False	True	Chondrosarcoma	Unknown	Unknown	Unknown	Unknown	ACH-002092	1290767	CHSA0011_BONE
TE-12	Esophageal Squamous Cell Carcinoma	Esophagus	SIDM00023	Unknown	MSS	True	True	True	False	True	True	Esophageal Squamous Cell Carcinoma	Unknown	Unknown	Unknown	Unknown	ACH-002311	946356	TE12_OESOPHAGUS
Hs-940-T	Melanoma	Skin	SIDM00662	Adherent	MSS	True	True	True	False	False	True	Melanoma	Unknown	Male	White	Unknown	ACH-000135	1298145	HS940T_FIBROBLAST
OVK-18	Ovarian Carcinoma	Ovary	SIDM00238	Adherent	MSI	True	True	True	True	True	True	Ovarian Endometrioid Adenocarcinoma	Ascites	Female	Unknown	Unknown	ACH-000947	1480371	OVK18_OVARY
RXF393	Kidney Carcinoma	Kidney	SIDM00086	Unknown	MSS	True	True	True	False	True	True	Renal Cell Carcinoma	Unknown	Male	Unknown	Unknown	ACH-002195	905978	RXF393_KIDNEY
CCF-STTG1	Glioma	Central Nervous System	SIDM00131	Adherent	MSS	True	True	True	False	True	True	Astrocytoma	Unknown	Female	White	Unknown	ACH-000329	906823	CCFSTTG1_CENTRAL_NERVOUS_SYSTEM
LC-2-ad	Non-Small Cell Lung Carcinoma	Lung	SIDM00297	Adherent	MSS	True	True	True	False	True	True	Lung Adenocarcinoma	Pleural Effusion	Female	East Asian	Unknown	ACH-002157	907786	LC2AD_LUNG
OVCAR-3	Ovarian Carcinoma	Ovary	SIDM00105	Adherent	MSS	True	True	True	True	True	True	High Grade Ovarian Serous Adenocarcinoma	Ascites	Female	White	Unknown	ACH-000001	905933	NIHOVCAR3_OVARY
RCC-ER	Kidney Carcinoma	Kidney	SIDM00820	Adherent	MSS	True	True	True	False	True	True	Clear Cell Renal Cell Carcinoma	Unknown	Male	White	Unknown	ACH-002188	1524417	RCCER_KIDNEY
CHSA0108	Chondrosarcoma	Bone	SIDM00050	Unknown		False	True	True	False	True	True	Chondrosarcoma	Unknown	Unknown	Unknown	Unknown	ACH-002093	1290768	CHSA0108_BONE
NU-DUL-1	B-Cell Non-Hodgkin's Lymphoma	Haematopoietic and Lymphoid	SIDM00443	Suspension	MSS	True	True	True	False	True	True	Diffuse Large B-Cell Lymphoma	Cerebrospinal fluid 	Male	White	Unknown	ACH-000287	1330982	NUDUL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
NCI-H2110	Non-Small Cell Lung Carcinoma	Lung	SIDM00703	Adherent	MSS	True	True	True	False	True	True	Non-Small Cell Lung Carcinoma	Pleural effusion	Unknown	Unknown	Unknown	ACH-000929	1298351	NCIH2110_LUNG
MONO-MAC-6	Acute Myeloid Leukemia	Haematopoietic and Lymphoid	SIDM01023	Suspension	MSS	True	True	True	False	True	True	Adult Acute Differentiated Monocytic Leukemia	Peripheral Blood	Male	Unknown	Unknown	ACH-000006	908148	MONOMAC6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
RCC-MF	Kidney Carcinoma	Kidney	SIDM00816	Adherent	MSS	True	True	True	False	True	True	Clear Cell Renal Cell Carcinoma	Unknown	Male	White	Unknown	ACH-002192	1524419	RCCMF_KIDNEY
NCI-H2869	Mesothelioma	Lung	SIDM00519	Unknown	MSS	True	True	True	False	True	True	Pleural Biphasic Mesothelioma	Unknown	Unknown	Unknown	Unknown	ACH-002135	1240138	H2869_PLEURA
MFH-ino	Other Solid Carcinomas	Soft Tissue	SIDM00299	Adherent	MSS	True	True	True	False	True	True	Malignant Fibrous Histiocytoma	Unknown	Female	East Asian	Unknown	ACH-002271	925343	MFHINO_SOFT_TISSUE
HH	T-Cell Non-Hodgkin's Lymphoma	Haematopoietic and Lymphoid	SIDM00671	Suspension	MSS	True	True	True	False	True	True	Cutaneous T-Cell Lymphoma	Peripheral Blood	Male	White	Unknown	ACH-000061	907056	HH_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
NCI-H460	Non-Small Cell Lung Carcinoma	Lung	SIDM00144	Adherent	MSS	False	True	True	False	True	True	Large Cell Lung Carcinoma	Pleural Effusion	Male	Unknown	Unknown	ACH-000463	905943	NCIH460_LUNG
LB2518-MEL	Melanoma	Skin	SIDM00185	Unknown	MSS	True	True	True	False	False	True	Melanoma	Unknown	Female	Unknown	Unknown	ACH-002152	753579	LB2518MEL_SKIN
SW620	Colorectal Carcinoma	Large Intestine	SIDM00841	Adherent	MSS	False	True	True	True	True	True	Colon Adenocarcinoma	Colon	Male	White	Unknown	ACH-000651	905962	SW620_LARGE_INTESTINE
PFSK-1	Other Solid Carcinomas	Central Nervous System	SIDM01132	Adherent	MSS	True	True	True	False	True	True	Primitive Neuroectodermal Tumor	Cerebral hemisphere	Male	White	Unknown	ACH-001711	683667	PFSK1_CENTRAL_NERVOUS_SYSTEM
K-562	Chronic Myelogenous Leukemia	Haematopoietic and Lymphoid	SIDM00791	Suspension	MSS	True	True	True	False	True	True	Chronic Myelogenous Leukemia	Unknown	Female	Unknown	Unknown	ACH-000551	905940	K562_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
TK10	Kidney Carcinoma	Kidney	SIDM00113	Unknown	MSS	True	True	True	False	True	True	Clear Cell Renal Cell Carcinoma	Unknown	Male	Unknown	Unknown	ACH-001208	905980	TK10_KIDNEY
ML-2	Acute Myeloid Leukemia	Haematopoietic and Lymphoid	SIDM00441	Suspension	MSS	True	True	True	False	True	True	Adult Acute Myeloid Leukemia	Peripheral blood	Male	Unknown	Unknown	ACH-002273	908141	ML2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
HCT-15	Colorectal Carcinoma	Large Intestine	SIDM00789	Adherent	MSI	True	True	True	True	True	True	Colon Adenocarcinoma	Unknown	Male	Unknown	Unknown	ACH-000997	905937	HCT15_LARGE_INTESTINE
LoVo	Colorectal Carcinoma	Large Intestine	SIDM00839	Adherent	MSI	True	True	True	True	True	True	Colon Adenocarcinoma	Left supraclavicular region	Male	White	Unknown	ACH-000950	907790	LOVO_LARGE_INTESTINE
COLO-783	Melanoma	Skin	SIDM00955	Adherent	MSS	False	True	True	False	True	True	Melanoma	Right Axillary lymph node	Female	Unknown	Unknown	ACH-000812	1240125	COLO783_SKIN
CPC-N	Small Cell Lung Carcinoma	Lung	SIDM00953	Suspension	MSS	True	True	True	False	True	True	Small Cell Lung Carcinoma	Pleural Effusion	Unknown	Unknown	Unknown	ACH-001049	753547	CPCN_LUNG
HCC1500	Breast Carcinoma	Breast	SIDM00879	Adherent	MSS	True	True	True	False	True	True	Ductal Breast Carcinoma	Mammary gland/duct	Female	Black	Unknown	ACH-000349	1303900	HCC1500_BREAST
JHOS-3	Ovarian Carcinoma	Ovary	SIDM00304	Adherent	MSS	True	True	True	False	True	True	Ovarian Serous Adenocarcinoma	Unknown	Female	East Asian	Unknown	ACH-002146	1480358	JHOS3_OVARY
CCK-81	Colorectal Carcinoma	Large Intestine	SIDM00487	Adherent	MSI	True	True	True	False	True	True	Colon Adenocarcinoma	Unknown	Unknown	Unknown	Unknown	ACH-000963	1240123	CCK81_LARGE_INTESTINE
MDA-MB-415	Breast Carcinoma	Breast	SIDM00630	Adherent	MSS	True	True	True	True	True	True	Breast Adenocarcinoma	Pleural effusion	Female	White	Unknown	ACH-000876	924240	MDAMB415_BREAST
MZ7-mel	Melanoma	Skin	SIDM00516	Unknown	MSS	True	True	True	False	True	True	Melanoma	Unknown	Unknown	Unknown	Unknown	ACH-002166	753596	MZ7MEL_SKIN
NCC021	Kidney Carcinoma	Kidney	SIDM00232	Unknown	MSS	True	True	True	False	True	True	Renal Cell Carcinoma	Unknown	Unknown	Unknown	Unknown	ACH-002168	1509074	NCC021_KIDNEY
SK-MEL-3	Melanoma	Skin	SIDM01105	Adherent	MSS	True	True	True	False	True	True	Melanoma	Lymph node	Female	White	Unknown	ACH-000423	909724	SKMEL3_SKIN
KYSE-270	Esophageal Squamous Cell Carcinoma	Esophagus	SIDM01029	Adherent	MSS	True	True	True	True	True	True	Esophageal Squamous Cell Carcinoma	Middle intrathoracic oesophagus	Male	East Asian	Unknown	ACH-000873	907319	KYSE270_OESOPHAGUS
COR-L321	Other Solid Carcinomas	Lung	SIDM00507	Suspension	MSS	True	True	True	False	True	True	Lung Carcinoma	Unknown	Female	Unknown	Unknown	ACH-001490	1322213	CORL321_PLEURA
ROS-50	B-Cell Non-Hodgkin's Lymphoma	Haematopoietic and Lymphoid	SIDM00415	Suspension	MSS	True	True	True	True	True	True	Diffuse Large B-Cell Lymphoma	Peripheral blood	Male	Unknown	Unknown	ACH-001639	1331025	ROS50_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
NCI-H1355	Non-Small Cell Lung Carcinoma	Lung	SIDM00645	Suspension	MSS	True	True	True	True	True	True	Lung Adenocarcinoma	Pleural effusion	Male	White	Unknown	ACH-000666	724866	NCIH1355_LUNG
DMS-79	Small Cell Lung Carcinoma	Lung	SIDM00524	Suspension		True	True	True	False	True	True	Small Cell Lung Carcinoma	Pleural effusion	Unknown	Unknown	Unknown	ACH-000703	753551	DMS79_LUNG
COR-L303	Small Cell Lung Carcinoma	Lung	SIDM00510	Suspension	MSS	True	True	True	False	True	True	Small Cell Lung Carcinoma	Unknown	Female	Unknown	Unknown	ACH-002095	1297438	CORL303_LUNG
BICR31	Oral Cavity Carcinoma	Head and Neck	SIDM00078	Adherent	MSS	True	True	True	False	True	True	Tongue Squamous Cell Carcinoma	Unknown	Male	White	Unknown	ACH-000228	1290725	BICR31_UPPER_AERODIGESTIVE_TRACT
A4-Fuk	B-Lymphoblastic Leukemia	Haematopoietic and Lymphoid	SIDM00502	Suspension	MSS	True	True	True	False	True	True	B Acute Lymphoblastic Leukemia	Ascites	Female	East Asian	Unknown	ACH-000157	910934	A4FUK_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
UWB1.289	Ovarian Carcinoma	Ovary	SIDM00815	Unknown	MSS	True	True	True	True	True	True	Ovarian Carcinoma	Ovary	Female	Unknown	Unknown	ACH-001418	1480374	UWB1289_OVARY
SNU-1040	Colorectal Carcinoma	Large Intestine	SIDM00217	Adherent	MSS	True	True	True	False	True	True	Colon Adenocarcinoma	Colon	Male	East Asian	Unknown	ACH-000999	1659823	SNU1040_LARGE_INTESTINE
NCI-H740	Small Cell Lung Carcinoma	Lung	SIDM01118	Suspension	MSS	True	True	True	False	True	False	Small Cell Lung Carcinoma	Lymph node	Male	White	Unknown	ACH-002175	1331055	NCIH740_LUNG
LB647-SCLC	Small Cell Lung Carcinoma	Lung	SIDM00183	Unknown	MSS	True	True	True	False	True	True	Small Cell Lung Carcinoma	Unknown	Male	Unknown	Unknown	ACH-002154	753582	LB647SCLC_LUNG
NCI-H2291	Non-Small Cell Lung Carcinoma	Lung	SIDM00728	Adherent	MSS	True	True	True	False	True	True	Lung Adenocarcinoma	Lymph node	Male	Unknown	Unknown	ACH-000718	724874	NCIH2291_LUNG
MOG-G-UVW	Glioma	Central Nervous System	SIDM00504	Adherent	MSS	True	True	True	True	True	True	Anaplastic Astrocytoma	Brain	Unknown	Unknown	Unknown	ACH-001126	908145	MOGGUVW_CENTRAL_NERVOUS_SYSTEM
NCI-H2227	Small Cell Lung Carcinoma	Lung	SIDM00730	Semi-Adherent	MSS	True	True	True	False	True	True	Small Cell Lung Carcinoma	Unknown	Male	White	Unknown	ACH-000610	688018	NCIH2227_LUNG
OAW-42	Ovarian Carcinoma	Ovary	SIDM00480	Adherent	MSS	True	True	True	True	True	True	Ovarian Cystadenocarcinoma	Ascites	Female	Unknown	Unknown	ACH-000704	910548	OAW42_OVARY
IST-SL1	Small Cell Lung Carcinoma	Lung	SIDM00223	Semi-Adherent	MSS	True	True	True	False	True	True	Small Cell Lung Carcinoma	Unknown	Male	Unknown	Unknown	ACH-002144	753564	ISTSL1_LUNG
NCI-H1734	Non-Small Cell Lung Carcinoma	Lung	SIDM00739	Adherent	MSS	True	True	True	False	True	True	Lung Adenocarcinoma	Unknown	Female	Unknown	Unknown	ACH-000675	722058	NCIH1734_LUNG
SNU-283	Colorectal Carcinoma	Large Intestine	SIDM00215	Adherent	MSS	True	True	True	False	True	False	Rectal Adenocarcinoma	Omentum	Female	East Asian	Unknown	ACH-000708	1659929	SNU283_LARGE_INTESTINE
BONNA-12	Other Blood Carcinomas	Haematopoietic and Lymphoid	SIDM00984	Adherent	MSS	True	True	True	False	False	False	Hairy Cell Leukemia	Spleen	Male	Unknown	Unknown	ACH-001452	906695	BONNA12_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
U-CH2	Other Solid Carcinomas	Bone	SIDM01185	Adherent	MSS	True	True	True	False	True	False	Sacral Chordoma	Sacral bone	Female	White	Unknown	ACH-002204	1503373	UCH2_BONE
NCI-H250	Small Cell Lung Carcinoma	Lung	SIDM00721	Suspension	MSS	True	True	True	False	True	True	Small Cell Lung Carcinoma	Unknown	Male	Black	Unknown	ACH-002171	924241	NCIH250_LUNG
NCI-H345	Small Cell Lung Carcinoma	Lung	SIDM00719	Semi-Adherent	MSS	True	True	True	False	True	True	Small Cell Lung Carcinoma	Bone marrow	Male	White	Unknown	ACH-001364	688021	NCIH345_LUNG
RCM-1	Colorectal Carcinoma	Large Intestine	SIDM00359	Unknown	MSS	True	True	True	True	True	True	Rectal Adenocarcinoma	Rectum	Unknown	Unknown	Unknown	ACH-000565	909263	RCM1_LARGE_INTESTINE
SW1116	Colorectal Carcinoma	Large Intestine	SIDM00835	Adherent	MSS	True	True	True	False	True	True	Colon Adenocarcinoma	Colon	Male	White	Unknown	ACH-000489	909746	SW1116_LARGE_INTESTINE
COR-L95	Small Cell Lung Carcinoma	Lung	SIDM00521	Suspension	MSS	True	True	True	False	True	True	Small Cell Lung Carcinoma	Bronchus	Male	Unknown	Unknown	ACH-000743	1297439	CORL95_LUNG
COR-L32	Squamous Cell Lung Carcinoma	Lung	SIDM00508	Suspension	MSS	True	True	True	False	True	True	Squamous Cell Lung Carcinoma	Bone Marrow	Unknown	Unknown	Unknown	ACH-001489	1322212	CORL32_LUNG
NCI-H510A	Small Cell Lung Carcinoma	Lung	SIDM00927	Semi-Adherent	MSS	True	True	True	False	True	True	Small Cell Lung Carcinoma	Adrenal Gland	Male	White	Unknown	ACH-000871	753605	NCIH510_LUNG
NCI-H2171	Small Cell Lung Carcinoma	Lung	SIDM00733	Suspension	MSS	True	True	True	False	True	True	Small Cell Lung Carcinoma	Pleural effusion	Male	White	Unknown	ACH-000525	688015	NCIH2171_LUNG
KP-N-RT-BM-1	Neuroblastoma	Peripheral Nervous System	SIDM00557	Unknown	MSS	True	True	True	False	False	True	Neuroblastoma	Bone marrow	Unknown	Unknown	Unknown	ACH-000345	924189	KPNRTBM1_AUTONOMIC_GANGLIA
NCI-H660	Prostate Carcinoma	Prostate	SIDM01123	Suspension	MSS	True	True	True	False	True	False	Prostate Carcinoma	Lymph node	Male	White	Unknown	ACH-000177	1330975	NCIH660_PROSTATE
NCI-H1836	Small Cell Lung Carcinoma	Lung	SIDM00770	Suspension	MSS	True	True	True	False	True	True	Small Cell Lung Carcinoma	Unknown	Male	White	Unknown	ACH-000559	1240182	NCIH1836_LUNG
SNU-475	Hepatocellular Carcinoma	Liver	SIDM01196	Adherent	MSS	True	True	True	False	False	True	Hepatocellular Carcinoma	Liver	Male	East Asian	Unknown	ACH-000422	909739	SNU475_LIVER
VMRC-RCW	Kidney Carcinoma	Kidney	SIDM00318	Unknown	MSS	False	True	True	False	True	True	Renal Cell Carcinoma	Unknown	Male	Unknown	Unknown	ACH-000484	1240224	VMRCRCW_KIDNEY
NCI-H1304	Small Cell Lung Carcinoma	Lung	SIDM00648	Suspension	MSS	True	True	True	False	True	True	Small Cell Lung Carcinoma	Unknown	Female	Unknown	Unknown	ACH-002169	753599	NCIH1304_LUNG
Sci-1	B-Cell Non-Hodgkin's Lymphoma	Haematopoietic and Lymphoid	SIDM00400	Suspension		True	True	True	False	False	True	Follicular Lymphoma	Ascites	Male	Unknown	Unknown	ACH-002303;ACH-002392	1331030;1331031	SCI1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE;SC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
SCC-25	Oral Cavity Carcinoma	Head and Neck	SIDM01082	Adherent	MSS	True	True	True	False	True	True	Tongue Squamous Cell Carcinoma	Tongue	Male	Unknown	Unknown	ACH-000188	910701	SCC25_UPPER_AERODIGESTIVE_TRACT
VMRC-MELG	Melanoma	Skin	SIDM00319	Adherent	MSS	False	True	True	False	True	True	Melanoma	Colon	Unknown	Unknown	Unknown	ACH-001704	930301	VMRCMELG_SKIN
IST-SL2	Small Cell Lung Carcinoma	Lung	SIDM00230	Suspension	MSS	True	True	True	False	True	True	Small Cell Lung Carcinoma	Unknown	Male	Unknown	Unknown	ACH-002145	753565	ISTSL2_LUNG
